#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution conditionOnRhoSampling="true" id="FBD.t:tree" spec="beast.evolution.speciation.SABirthDeathModel">
#            <parameter id="originFBD.t:tree" lower="0.0" name="origin" upper="100.0">90.0</parameter>
#            <parameter id="diversificationRateFBD.t:tree" lower="0.0" name="diversificationRate">1.0</parameter>
#            <parameter id="turnoverFBD.t:tree" lower="0.0" name="turnover" upper="1.0">0.5</parameter>
#            <parameter id="samplingProportionFBD.t:tree" lower="0.0" name="samplingProportion" upper="1.0">0.5</parameter>
#            <parameter id="rFBD.t:tree" lower="0.0" name="removalProbability" upper="1.0">0.0</parameter>
#            <parameter estimate="false" id="rhoFBD.t:tree" lower="0.0" name="rho" upper="1.0">1.0</parameter>
#            <tree id="Tree.t:tree">
#                <trait id="dateTrait.t:tree" spec="beast.evolution.tree.TraitSet" traitname="date-backward">
#                BodicTshangla=0,
#BurmishOldBurmese=0.8,
#BurmishRangoon=0,
#ChepangChepang=0,
#ChinHakha=0,
#JingphoJingpho=0,
#Karbi=0,
#KhroskyabsWobzi=0,
#KirantiKhaling=0,
#LoloishLisu=0,
#NungicDulong=0,
#Rabha=0,
#SiniticGuangzhou=0,
#SiniticOldChinese=2.55,
#Tangut=0.9,
#TaniBokar=0,
#TibetanBatang=0,
#TibetanOldTibetan=1.2,
#TibetoKinauriBunan=0                
#                                <taxa id="TaxonSet.small" spec="beast.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.small"/>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:small" name="distribution">
#            <parameter id="bcov_alpha.s:small" lower="1.0E-4" name="x" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="bcov_s_prior.s:small" name="distribution">
#            <parameter id="bcov_s.s:small" lower="1.0E-4" name="x" upper="Infinity">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="alpha" upper="0.0">0.05</parameter>
#                <parameter id="RealParameter.1" lower="0.0" name="beta" upper="0.0">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ClockPrior.c:clock" name="distribution">
#            <parameter id="clockRate.c:clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="diversificationRatePriorFBD.t:tree" name="distribution" x="@diversificationRateFBD.t:tree">
#            <Uniform id="Uniform.6" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="originPriorFBD.t:tree" name="distribution" x="@originFBD.t:tree">
#            <Uniform id="Uniform.5" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="samplingProportionPriorFBD.t:tree" name="distribution" x="@samplingProportionFBD.t:tree">
#            <Uniform id="Uniform.8" name="distr"/>
#        </prior>
#        <prior id="turnoverPriorFBD.t:tree" name="distribution" x="@turnoverFBD.t:tree">
#            <Uniform id="Uniform.7" name="distr"/>
#        </prior>
#        <distribution id="OldChinese.prior" spec="beast.math.distributions.MRCAPrior" tipsonly="true" tree="@Tree.t:tree">
#            <taxonset id="OldChinese" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="SiniticOldChinese" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.10" lower="2.3" name="distr" upper="2.8"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.small" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@small" excludeto="1" filter="-" id="orgdata.small" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="1" id="SiteModel.s:small" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:small" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:small" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:small" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:small" id="covarion" spec="beast.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:small">
#                    <parameter dimension="2" id="frequencies.s:small" lower="0.0" name="vfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:small" lower="0.0" name="hfrequencies" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@small" estimate="false" id="dummyfrequencies.s:small" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:clock" id="StrictClock.c:clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.small	TreeHeight.t:tree	mutationRate.s:small	bcov_alpha.s:small	bcov_s.s:small	frequencies.s:small1	frequencies.s:small2	FBD.t:tree	diversificationRateFBD.t:tree	turnoverFBD.t:tree	samplingProportionFBD.t:tree	originFBD.t:tree	SACountFBD.t:tree	logP(mrca(OldChinese.prior))	height(SiniticOldChinese)	clockRate.c:clock
39470000	-8453.793146677943	-8402.30550678721	-51.48763989073301	-8402.30550678721	8.392099340545581	1.0	0.16309490961782108	0.11829067288841345	0.9909701449412298	0.009029855058771508	-51.112829384580465	0.17312647409155613	0.28294328606827707	0.42867999111900285	8.671944762772872	3	0.6931471805599453	2.406895125582402	0.003999562522731437
39480000	-8453.134890162353	-8401.002270531339	-52.13261963101531	-8401.002270531339	8.333668869634243	1.0	0.16309490961782108	0.14232541427604944	0.991463122770519	0.008536877229482343	-51.57968304815175	0.10618305688479192	0.4445501643271001	0.3752184343291685	10.142530576724026	3	0.6931471805599453	2.379642122653139	0.0034391122230841686
39490000	-8448.462900519444	-8397.155704779052	-51.30719574039161	-8397.155704779052	7.446625062261298	1.0	0.13438149387217235	0.19890508096401424	0.9909349431055406	0.009065056894460669	-50.430625127876425	0.10868576606944398	0.38839241519933376	0.5959897706780007	8.484660455715748	3	0.6931471805599453	2.3670072635366513	0.004453916876047872
39500000	-8455.184295707835	-8395.975937355892	-59.208358351943815	-8395.975937355892	8.756426558523282	1.0	0.08954886960891296	0.19890508096401424	0.9909349431055406	0.009065056894460669	-58.33178773942863	0.08269020750538199	0.6630202215897091	0.08928073838451026	9.334965071683067	2	0.6931471805599453	2.3284998899852796	0.0036906271113946103
39510000	-8464.578389488892	-8409.93695029705	-54.64143919184214	-8409.93695029705	7.2061567377038935	1.0	0.13291855900970206	0.21121535848232037	0.9927548484598288	0.007245151540172568	-53.70658954007432	0.14859343175443795	0.2008154459838638	0.2924961103333087	24.6392613110348	3	0.6931471805599453	2.3976762829379585	0.0035836565702345633
39520000	-8452.58340720804	-8397.494866609573	-55.08854059846721	-8397.494866609573	7.73676335945531	1.0	0.13291855900970206	0.21121535848232037	0.9917886185250409	0.008211381474960438	-54.15369094669939	0.1124810527351554	0.47608993850335996	0.10333622766882229	14.3752518059049	3	0.6931471805599453	2.3757314175030566	0.0037869942963408136
39530000	-8452.557321191262	-8398.174557653036	-54.38276353822577	-8398.174557653036	8.933211686646613	1.0	0.09591810990715671	0.24342454711512465	0.9919736876753263	0.008026312324674921	-53.30986064833223	0.09235031605597022	0.3249705359664167	0.5203085796743527	12.919809445604068	3	0.6931471805599453	2.3757314175030566	0.003504524933568666
39540000	-8460.534699334803	-8408.976988812048	-51.557710522754114	-8408.976988812048	7.707256507668893	1.0	0.1312193474708578	0.24342454711512465	0.9919736876753263	0.008026312324674921	-50.48480763286058	0.08574163814823664	0.42422748457132126	0.48678003639476075	11.374017457199246	3	0.6931471805599453	2.3511259648672707	0.003774000704049197
39550000	-8458.11992573878	-8407.178871636386	-50.94105410239416	-8407.178871636386	7.513585399958576	1.0	0.1665115368141713	0.1691462709954298	0.9919736876753263	0.008026312324674921	-50.22142005822295	0.12555017651100414	0.3792523602964123	0.448161820951404	13.937682075093198	3	0.6931471805599453	2.449678227811113	0.004021652845405312
39560000	-8464.839716029646	-8409.911757082698	-54.927958946947605	-8409.911757082698	7.64266400231741	1.0	0.0758530786446303	0.23202137581184581	0.9917012553440951	0.008298744655906087	-53.901775019943095	0.10768891104963879	0.5710594045739463	0.1469467252975046	13.686872840177335	3	0.6931471805599453	2.449678227811113	0.0033229225649723986
39570000	-8465.86313155062	-8410.447997135847	-55.41513441477359	-8410.447997135847	8.579487340670463	1.0	0.06800753161619655	0.29756481147823544	0.9914561027920631	0.008543897207938137	-54.146033721298316	0.15815730323127627	0.1605110822421168	0.49358363419278717	9.782777055504509	3	0.6931471805599453	2.5529777531421627	0.0033669170205920976
39580000	-8452.606273078129	-8399.175342583618	-53.430930494511166	-8399.175342583618	7.707430032314752	1.0	0.07269184740974195	0.2928718525473432	0.9909787561702107	0.009021243829790486	-52.1774011566231	0.18155047261546037	0.11259780754654554	0.7534300080147968	10.69488181679295	3	0.6931471805599453	2.3780745064082334	0.0038989276247216537
39590000	-8456.61124698716	-8404.297060448052	-52.31418653910788	-8404.297060448052	7.852939250342521	1.0	0.03418040790850291	0.2928718525473432	0.9918716763218076	0.008128323678193558	-51.06065720121981	0.15112316589583985	0.2698067014752861	0.4120393223370028	10.276847067255046	3	0.6931471805599453	2.3212047962021263	0.0036894104009330083
39600000	-8460.437516464486	-8408.130508635348	-52.30700782913768	-8408.130508635348	7.95125946218588	1.0	0.077615830917807	0.2928718525473432	0.9918716763218076	0.008128323678193558	-51.053478491249614	0.13682161473658294	0.2779866595638486	0.33283619838522904	8.41856153768757	3	0.6931471805599453	2.300185472481079	0.003855809538057021
39610000	-8459.624316973117	-8399.274049400541	-60.35026757257533	-8399.274049400541	8.89309778330644	1.0	0.06258453289763508	0.2928718525473432	0.9918716763218076	0.008128323678193558	-59.096738234687265	0.12256394973757116	0.5683789522486923	0.11072297999363263	16.705054748626118	2	0.6931471805599453	2.359730028930452	0.0031906996889471415
39620000	-8460.793150441472	-8403.407958292706	-57.385192148766166	-8403.407958292706	8.699881186841731	1.0	0.050061491624616525	0.2928718525473432	0.9918716763218076	0.008128323678193558	-56.1316628108781	0.17212427830825444	0.2743631226888408	0.45350188169659117	22.917199492118584	3	0.6931471805599453	2.5716966247185855	0.0038304273487631125
39630000	-8456.908692327515	-8403.750831610936	-53.15786071657844	-8403.750831610936	7.73453185611068	1.0	0.09281607104759014	0.2336595828852133	0.991561422313976	0.008438577686025196	-52.12482898013725	0.05929958365118479	0.5894748671789093	0.3444817807100095	8.52459987088247	3	0.6931471805599453	2.374958899750749	0.003973372873889376
39640000	-8454.753079765396	-8402.226477798	-52.52660196739583	-8402.226477798	7.852252222751649	1.0	0.11092121149487172	0.19546341720657878	0.991561422313976	0.008438577686025196	-51.66695728979687	0.08382923112737782	0.37995375601675263	0.46259345289334347	9.856115107466477	3	0.6931471805599453	2.4783515826527456	0.0035809548682544353
39650000	-8457.79458569303	-8400.847765287119	-56.94682040591118	-8400.847765287119	7.575499213413125	1.0	0.13454497197554272	0.19546341720657878	0.991561422313976	0.008438577686025196	-56.087175728312225	0.05014611416703186	0.3913870005264349	0.7418433045623147	8.408176044633237	3	0.6931471805599453	2.3337116572556003	0.0035696814120089525
39660000	-8451.501372840297	-8400.27338251442	-51.227990325876306	-8400.27338251442	7.711624936524126	1.0	0.19278914771564698	0.1504538375900885	0.991561422313976	0.008438577686025196	-50.62147768735453	0.13478412407296125	0.39093482348646713	0.2898174518603799	8.316259248819794	3	0.6931471805599453	2.3494496443064654	0.003717121024103112
39670000	-8460.689285527369	-8402.936577040708	-57.75270848666221	-8402.936577040708	8.799420242286313	1.0	0.1368329586594481	0.11619389578824484	0.9911640942064233	0.008835905793578016	-57.39509804143454	0.17063711165937143	0.25427063095365754	0.12181445063867942	15.82499860133868	3	0.6931471805599453	2.4473041394229957	0.0038039268623680533
39680000	-8455.577391042516	-8401.19835115414	-54.37903988837547	-8401.19835115414	8.591368757893406	1.0	0.14737156394839482	0.11619389578824484	0.9911640942064233	0.008835905793578016	-54.0214294431478	0.13002742855369287	0.4327617668297374	0.4015239587054768	16.161814237256426	3	0.6931471805599453	2.37252815941457	0.0037298547146662146
39690000	-8454.924897174058	-8400.802379671399	-54.122517502659974	-8400.802379671399	8.865549460439757	1.0	0.16360896157858626	0.1615407130102063	0.9911640942064233	0.008835905793578016	-53.447350327607175	0.09785831643238013	0.39545701962811963	0.3421263961139729	13.00847512498875	3	0.6931471805599453	2.354372773790885	0.00368948384760833
39700000	-8460.385273368565	-8402.2032776769	-58.18199569166557	-8402.2032776769	8.59099490372974	1.0	0.11435354925488328	0.22720601359140838	0.9900067038910654	0.009993296108935875	-57.17621703316765	0.048968281944336695	0.7129092956794376	0.21584832697227438	15.043036755977683	2	0.6931471805599453	2.374637003054359	0.00418322685733297
39710000	-8463.005751853285	-8409.087185138907	-53.91856671437758	-8409.087185138907	8.704772247803927	1.0	0.15222799352188873	0.22720601359140838	0.9886179948603838	0.011382005139617384	-52.912788055879666	0.19105569625886384	0.1165496166790324	0.7502658705395469	13.986138471650632	3	0.6931471805599453	2.3685479131512133	0.0049290167286662094
39720000	-8460.72314444072	-8406.08086453992	-54.64227990080227	-8406.08086453992	8.932432027420827	1.0	0.05397626994591111	0.22720601359140838	0.9878452359067352	0.012154764093265954	-53.636501242304355	0.1424400178116206	0.17352893285517798	0.5720032792804742	13.124535485755581	3	0.6931471805599453	2.338116304409314	0.005375841890397486
39730000	-8458.506657374784	-8406.936407586572	-51.57024978821294	-8406.936407586572	7.467783640579041	1.0	0.10350330021374794	0.18771672067512976	0.9881198652818968	0.011880134718104451	-50.74979703557566	0.1762887700531097	0.23166580875343284	0.6257493160942822	9.752593080367234	3	0.6931471805599453	2.3624398800019546	0.005790304767051952
39740000	-8471.907960258808	-8416.457540266456	-55.45041999235221	-8416.457540266456	8.697189951320887	1.0	0.1362238018804178	0.18771672067512976	0.9881198652818968	0.011880134718104451	-54.62996723971493	0.11949864678207069	0.12479664819946126	0.6352629797638748	12.959241335400026	3	0.6931471805599453	2.3121168384472544	0.004740148565800468
39750000	-8461.959148467327	-8407.56353055727	-54.395617910057425	-8407.56353055727	7.362795889412439	1.0	0.054282897240219556	0.30997896648275314	0.9881198652818968	0.011880134718104451	-53.08644703043514	0.19404759989527606	0.05172153492854096	0.7090908489195364	10.7560527316832	3	0.6931471805599453	2.440086240987145	0.004832768848524579
39760000	-8460.89331885798	-8401.851894818814	-59.04142403916567	-8401.851894818814	9.48474532202419	1.0	0.06941563503529756	0.2218737046442646	0.9881368687539684	0.011863131246032766	-58.05874000270266	0.1280683792039109	0.26589735634266976	0.2837247801669275	10.698440779430811	2	0.6931471805599453	2.3614511668877727	0.00528201085280349
39770000	-8459.6120887576	-8406.20010685676	-53.41198190083964	-8406.20010685676	7.713881766210797	1.0	0.08328465896879893	0.23194129643571917	0.9879088982148166	0.012091101785184619	-52.386133919396286	0.09343654477415106	0.373063324909355	0.38785895391459085	11.598063381458697	3	0.6931471805599453	2.674666760064068	0.0055634433868978275
39780000	-8464.24563078382	-8409.553507776942	-54.692123006879136	-8409.553507776942	7.974869757639673	1.0	0.08517679923286538	0.23194129643571917	0.9879088982148166	0.012091101785184619	-53.66627502543578	0.0680101751611288	0.34365667636736996	0.4973989964093111	9.21055450848028	3	0.6931471805599453	2.5386997394389157	0.005480455118524117
39790000	-8460.832310117132	-8404.181046318014	-56.651263799118986	-8404.181046318014	8.188804059697343	1.0	0.09947775472368177	0.28010005058314486	0.9897637569281696	0.010236243071831533	-55.44137051423936	0.09732290542824196	0.4763928635784735	0.3210398769750979	12.088591486349772	2	0.6931471805599453	2.5110189651378603	0.004145108257649204
39800000	-8463.906789607001	-8405.9099066512	-57.99688295580032	-8405.9099066512	8.718667436249243	1.0	0.052152637919855006	0.28906836717532775	0.9897637569281696	0.010236243071831533	-56.75615229545618	0.17578072494170083	0.10726479570082231	0.5492210230092576	24.27131799025448	3	0.6931471805599453	2.7283972295265553	0.004367185683100435
39810000	-8460.053188325062	-8402.401213503712	-57.65197482135008	-8402.401213503712	8.34087097991346	1.0	0.041941106336242734	0.28906836717532775	0.9911985515065417	0.008801448493459424	-56.411244161005946	0.13410662668071857	0.5597209168145253	0.2958575857134532	20.810051211992388	3	0.6931471805599453	2.6542409740410724	0.00433922932843775
39820000	-8455.760769981869	-8403.1213709153	-52.639399066569645	-8403.1213709153	7.655304975216439	1.0	0.07117352092045898	0.28906836717532775	0.9890380431779268	0.010961956822074317	-51.39866840622551	0.16457760763632895	0.29469282820079884	0.39519647528841534	15.408949342509679	3	0.6931471805599453	2.336716224577741	0.0048597623681301185
39830000	-8475.47017679449	-8421.636664403892	-53.83351239059776	-8421.636664403892	9.071477607101553	1.0	0.16757438073389533	0.19938342861245134	0.9890380431779268	0.010961956822074317	-52.954612027201236	0.23560197668055424	0.20268166926987646	0.35418507574331626	10.305342501495382	3	0.6931471805599453	2.336716224577741	0.0048528389343999315
39840000	-8456.981929419571	-8403.820760650933	-53.16116876863782	-8403.820760650933	7.564987851924247	1.0	0.15318131500807003	0.19174877796717865	0.9895163245520898	0.010483675447911237	-52.32012336691684	0.24501321219041283	0.09396391463039204	0.68152177657021	8.959786050718257	3	0.6931471805599453	2.307420573695617	0.004199309951516612
39850000	-8458.772981602026	-8407.705688206504	-51.0672933955204	-8407.705688206504	7.77922008276287	1.0	0.2045719532504221	0.07347547597260864	0.9888348974067553	0.011165102593245697	-51.149347982024736	0.1941835867145757	0.3018249244576683	0.34613400549203566	8.206168519794646	3	0.6931471805599453	2.6328832736106014	0.0051110680186122965
39860000	-8462.54273844027	-8410.095346811111	-52.447391629159	-8410.095346811111	7.967614544285263	1.0	0.22039425953175507	0.1569739175984974	0.9888757055015497	0.011124294498451258	-51.79992479876944	0.20350308382090268	0.2717417279533137	0.4115735044135068	9.015385952160383	3	0.6931471805599453	2.3667886378470744	0.004530105892149375
39870000	-8458.381504924871	-8403.226313419464	-55.15519150540848	-8403.226313419464	9.359350978850268	1.0	0.23927195541953608	0.06458277022250199	0.9889284033928188	0.011071596607182132	-55.36068919090549	0.06668385072488742	0.43957793967467984	0.4646264663503075	16.93253247722543	3	0.6931471805599453	2.764955184338487	0.004276365450322026
39880000	-8458.023616407892	-8401.971073553503	-56.05254285438967	-8401.971073553503	8.102364883339789	1.0	0.22239315316058028	0.09212146785400745	0.9905610345012759	0.009438965498725135	-55.91788433896792	0.1058539125691169	0.32680352705285215	0.34116569867831814	36.44334086119861	3	0.6931471805599453	2.4091736811123665	0.004169431253005724
39890000	-8449.624515664966	-8401.826393927926	-47.79812173703976	-8401.826393927926	6.70142314763704	1.0	0.2785747575156256	0.03757205605420839	0.9905610345012759	0.009438965498725135	-48.520923216482586	0.16548622101422839	0.37440961391870575	0.3207526571226335	6.945243136075581	3	0.6931471805599453	2.325716512681258	0.004408158661655812
39900000	-8463.613177516294	-8404.46086410561	-59.15231341068477	-8404.46086410561	8.81702245603348	1.0	0.26889878931133915	0.016644913554845302	0.9914197673419761	0.008580232658024914	-60.650655715545746	0.04509491500393826	0.741399057340126	0.12577913971919594	31.349741189973503	2	0.6931471805599453	2.658938692358228	0.003002153226018887
39910000	-8457.069378395841	-8404.944795491707	-52.12458290413365	-8404.944795491707	7.2218851308148535	1.0	0.26889878931133915	0.03987233926210219	0.9914197673419761	0.008580232658024914	-52.790703219785016	0.1048472724591704	0.28284945448494003	0.39416469134237025	23.438081660333367	3	0.6931471805599453	2.3081087930676825	0.003908393500825277
39920000	-8455.702813807377	-8402.580168353903	-53.122645453473176	-8402.580168353903	7.675288986130032	1.0	0.2689382376419201	0.03532371445764644	0.9914197673419761	0.008580232658024914	-53.90429251267027	0.13945463392078947	0.36559668701907455	0.2284582757936187	10.32390154975535	2	0.6931471805599453	2.316272196429044	0.0034955814782770094
39930000	-8460.144676036023	-8409.637876939096	-50.506799096926706	-8409.637876939096	7.039833779453358	1.0	0.2443562364935684	0.04368065323465805	0.9914197673419761	0.008580232658024914	-51.08587724948059	0.13447227086056143	0.374789005907604	0.3319739429497961	7.210705671541598	2	0.6931471805599453	2.5351169794735946	0.0040495971696189095
39940000	-8459.89389277046	-8404.872007065062	-55.02188570539841	-8404.872007065062	7.1820853660698685	1.0	0.2443562364935684	0.09964365988436392	0.9914197673419761	0.008580232658024914	-54.811907179546346	0.2572799920297963	0.20952964741607782	0.22476155309149842	12.503339265534029	3	0.6931471805599453	2.3252557980350232	0.00354015052754761
39950000	-8453.9040419087	-8402.46420842203	-51.439833486668746	-8402.46420842203	8.091257408792679	1.0	0.24717238189726237	0.043768728945680534	0.9923199235560332	0.007680076443967822	-52.016989222848885	0.08831680758463342	0.4197784485876328	0.3571264548613874	8.448683167542077	3	0.6931471805599453	2.5782599379977373	0.0032769172557229544
39960000	-8461.847357501289	-8404.517960257439	-57.329397243848774	-8404.517960257439	9.151914102463758	1.0	0.2589539967512125	0.033586699139017795	0.9923199235560332	0.007680076443967822	-58.15912119066983	0.11274250566882761	0.30387404709521115	0.3622148044838212	16.02317955760175	2	0.6931471805599453	2.7668540196663045	0.0026001705790767698
39970000	-8457.0847905905	-8405.752483776623	-51.33230681387633	-8405.752483776623	7.330172111789117	1.0	0.2589539967512125	0.07577210608891262	0.9918647501641494	0.008135249835851587	-51.38489212335547	0.1696436046361979	0.21465712586420851	0.5669687728608841	11.246876362684057	3	0.6931471805599453	2.386360561119084	0.003483600903628455
39980000	-8458.234799358976	-8406.511441597471	-51.72335776150425	-8406.511441597471	8.217011439870069	1.0	0.2670250290280124	0.02862770346820867	0.9918647501641494	0.008135249835851587	-52.705345074415874	0.17148328568633522	0.23295991013584444	0.5170671137037957	15.242906379387236	3	0.6931471805599453	2.3611743568047685	0.0034026299366271356
39990000	-8461.326051165552	-8399.245928036053	-62.080123129499164	-8399.245928036053	9.52004973881178	1.0	0.2670250290280124	0.07835776930893293	0.9918647501641494	0.008135249835851587	-62.100572723277686	0.14217923643357858	0.3267154422566011	0.3225601423152095	10.532880670488273	1	0.6931471805599453	2.507945438308329	0.0026599094597320213
40000000	-8464.598635113285	-8408.19734324851	-56.40129186477553	-8408.19734324851	7.480643191818703	1.0	0.19788279616604176	0.07971235078233226	0.9904271825688556	0.009572817431145327	-56.40532355688194	0.16756919206247306	0.16869172166241855	0.252155529515127	31.16539147633201	3	0.6931471805599453	2.3589328891582184	0.004382589389005209
40010000	-8458.896744440086	-8405.50771858509	-53.38902585499635	-8405.50771858509	7.996562054476828	1.0	0.19788279616604176	0.09956793153595289	0.9904271825688556	0.009572817431145327	-53.179777168529405	0.11236020771723752	0.2127180842341914	0.6336715671246403	14.62000990370434	3	0.6931471805599453	2.3338465264020214	0.00377163415621407
40020000	-8452.316721403873	-8400.225747021908	-52.090974381964976	-8400.225747021908	7.912131420510582	1.0	0.20973038081779177	0.10891899921709493	0.9904271825688556	0.009572817431145327	-51.795514466385924	0.2207191569473976	0.33735635082289583	0.1995217729106	8.076520915319575	3	0.6931471805599453	2.383430345302372	0.004079995878169845
40030000	-8454.772580142726	-8403.16999343442	-51.60258670830649	-8403.16999343442	7.299365927862623	1.0	0.15861576998158838	0.16674005022174712	0.9916050501792183	0.00839494982078273	-50.8968047297045	0.20789568866780603	0.12310222416067874	0.5466497295245453	9.906056311595774	3	0.6931471805599453	2.3898455788527366	0.0034892349656706592
40040000	-8457.471922864404	-8404.03946947994	-53.43245338446391	-8404.03946947994	8.20483980968583	1.0	0.1363755054470182	0.16674005022174712	0.991585104977971	0.008414895022029942	-52.72667140586192	0.12258698252328538	0.37495172867696497	0.34463788724988015	8.332002561859735	3	0.6931471805599453	2.3233123950077648	0.003312094864892561
40050000	-8456.033071234579	-8399.992475912948	-56.040595321629795	-8399.992475912948	9.402638387624155	1.0	0.13422250894532756	0.18241635238907875	0.991585104977971	0.008414895022029942	-55.24788278764861	0.08589590778595975	0.48708459683363287	0.18200608694777676	15.514766716617522	3	0.6931471805599453	2.3698940325361253	0.0033301928285595214
40060000	-8455.409449055263	-8401.390428675053	-54.01902038021019	-8401.390428675053	9.575645342142264	1.0	0.13755360290429638	0.15014607716294767	0.991325519346313	0.008674480653687965	-53.41448377781665	0.16366857128677548	0.04230729770100064	0.8689150507371312	10.19451520520596	3	0.6931471805599453	2.5752318319175487	0.003626021584941912
40070000	-8452.576640657588	-8399.509377506332	-53.06726315125527	-8399.509377506332	7.646337933575843	1.0	0.15679628475147903	0.15848200790816297	0.991325519346313	0.008674480653687965	-52.4105621718619	0.15908194731244252	0.2357089231455429	0.43470783075342107	11.061183879497566	3	0.6931471805599453	2.395950102448633	0.0036925573673873184
40080000	-8458.22586490878	-8402.438752272328	-55.787112636450765	-8402.438752272328	8.197223047987585	1.0	0.11702962815464585	0.273003441437337	0.991325519346313	0.008674480653687965	-54.602308351150654	0.22953609380589393	0.06075845653037409	0.528311106569036	14.24626299202155	3	0.6931471805599453	2.3917968025319025	0.0035191042888437114
40090000	-8456.811874698717	-8404.852414592548	-51.959460106168116	-8404.852414592548	7.067898008260875	1.0	0.06541881919413645	0.273003441437337	0.9910647580572156	0.008935241942785293	-50.774655820868006	0.1391673369664237	0.2798380122473386	0.5390493697256935	9.998203035477456	3	0.6931471805599453	2.4565682717114266	0.004073069574430189
40100000	-8461.931758662056	-8404.620754601126	-57.31100406092916	-8404.620754601126	8.864784792747484	1.0	0.05364252265149712	0.28243082335448566	0.9910647580572156	0.008935241942785293	-56.09300525334247	0.09025659505441916	0.40334498536935437	0.18976413229128258	14.74075482504041	3	0.6931471805599453	2.7319902896415322	0.003613400564966157
40110000	-8462.258442405242	-8405.193364087643	-57.065078317599	-8405.193364087643	7.394769869892488	1.0	0.04732077037952057	0.2562001619063469	0.9897165207165047	0.010283479283496245	-55.942303470955295	0.18755881582851672	0.4938641971778655	0.11972020572591675	11.507359159678037	2	0.6931471805599453	2.3639667373757827	0.005062422638701439
40120000	-8453.418073478886	-8400.960280804196	-52.457792674689664	-8400.960280804196	8.260078511539456	1.0	0.0536585919077417	0.2657294431773655	0.989883915538605	0.010116084461396025	-51.29937124303465	0.16339106493561376	0.30584358843509846	0.4536710472645799	9.6642768969086	3	0.6931471805599453	2.6772210673706174	0.005076608676681495
40130000	-8452.927180649533	-8399.677352879044	-53.24982777048987	-8399.677352879044	7.73149867483259	1.0	0.08052217733156294	0.2657294431773655	0.989883915538605	0.010116084461396025	-52.09140633883486	0.1866506616697517	0.40156359075716	0.2770503961938275	9.822827704188773	3	0.6931471805599453	2.413755940012826	0.004890217967892821
40140000	-8456.473146693146	-8404.673027008534	-51.80011968461181	-8404.673027008534	8.457888158822763	1.0	0.1295784147445074	0.2657294431773655	0.9886048696492764	0.011395130350724664	-50.64169825295679	0.21783251805645337	0.28926016399203486	0.320680826865345	8.596043252255296	3	0.6931471805599453	2.5747149358819335	0.005247353192313334
40150000	-8470.025178306065	-8413.436468841343	-56.5887094647226	-8413.436468841343	9.163362164977045	1.0	0.09043363799047278	0.2372326436356735	0.989609867635574	0.01039013236442712	-55.54090322579104	0.15011653984556808	0.21194779051878077	0.5787255260179637	14.33808265416076	3	0.6931471805599453	2.6442148808257318	0.004508224853722824
